18禁	18禁 🔞
滋水枪	滋水枪 🔫
滑冰	滑冰 ⛸️
滑块	滑块 🎚️
滑旱冰	滑旱冰 🛼
滑板	滑板 🛹
滑板车	滑板车 🛴
滑梯	滑梯 🛝
滑滑梯	滑滑梯 🛝
滑稽	滑稽 🤪
滑雪	滑雪 ⛷️ 🎿 🏂
滑雪板	滑雪板 🏂
滑雪橇	滑雪橇 🎿
滑雪的人	滑雪的人 ⛷️
滑雪装备	滑雪装备 🎿
滚	滚 (ノ｀Д)ノ滚~
满	满 🈵
满了	满了 🈵
满分	满分 💯
满座	满座 🈵
满意	满意 （´v｀） 😌
满月	满月 🌕 🌝
满足	满足 (๑¯∀¯๑) o(*￣︶￣*)o
满面寒霜	满面寒霜 🥶
滴血	滴血 🩸
演	演 🈦
漩涡	漩涡 🌀
漫画家	漫画家 🧑‍🎨
潜水	潜水 🤿
潜水面罩	潜水面罩 🤿
澳大利亚	澳大利亚 🇦🇺
澳大利亚联邦	澳大利亚联邦 🇦🇺
澳洲	澳洲 🇦🇺 🌏
澳洲亚洲	澳洲亚洲 🌏
澳门	澳门 🇲🇴
澳门特别行政区	澳门特别行政区 🇲🇴
火	火 ☲ ㈫ ㊋ 🔥
火上之心	火上之心 ❤️‍🔥
火了	火了 🔥
火大	火大 💢
火山	火山 🌋
火山喷发	火山喷发 🌋
火山爆发	火山爆发 🌋
火星	火星 ✨
火烈鸟	火烈鸟 🦩
火热	火热 ❤️‍🔥
火焰	火焰 🔥
火箭	火箭 🚀
火花	火花 ❇️
火车	火车 🚂 🚄 🚅 🚆 🚉 🚝 🛲
火车头	火车头 🚆 🛲
火车站	火车站 🚉
火锅	火锅 🍲 🥘 🫕
火鸡	火鸡 🦃
灭火器	灭火器 🧯
灯	灯 💡 🪩
灯泡	灯泡 💡 🪩
灯神	灯神 🧞
灯笼	灯笼 🏮
灯笼椒	灯笼椒 🫑
灰心	灰心 🩶
灰色心	灰色心 🩶
灰色的心	灰色的心 🩶
灵柩	灵柩 ⚰️
炸弹	炸弹 (╯‵□′)╯炸弹！•••*～● 💣
炸药	炸药 🧨
炸虾	炸虾 🍤
炸豆丸子	炸豆丸子 🧆
点	点 · • ● ⬤ ㌽ 🉄
点头	点头 🙂‍↕️
点心	点心 🥧
点烟	点烟 🚬
点燃	点燃 🔥
点赞	点赞 👍
烈酒	烈酒 🥃
烘焙	烘焙 🥯
烙饼	烙饼 🥞
烛光	烛光 🕯️
烛台	烛台 🕎
烛火	烛火 🕯️
烟	烟 🚬
烟火	烟火 🎆 🎇
烟肉	烟肉 🥓
烟花	烟花 🎆 🎇
烤地瓜	烤地瓜 🍠
烤烟	烤烟 🚬
烤甘薯	烤甘薯 🍠
烤番薯	烤番薯 🍠
烤红薯	烤红薯 🍠
烦	烦 😒 🤯
烦死	烦死 😡
烦死了	烦死了 😡
烦死人	烦死人 😡
烦死啦	烦死啦 😡
热	热 🥵
热带水果饮料	热带水果饮料 🍹
热带饮料	热带饮料 🍹
热带鱼	热带鱼 🐠
热情	热情 ☺️
热死	热死 🥵
热死了	热死了 🥵
热狗	热狗 🌭
热茶	热茶 🍵
热饮	热饮 ☕
烹饪	烹饪 🍳
焦头烂额	焦头烂额 😖
焦虑	焦虑 😟 😥 😩 😰
焦躁	焦躁 😩
焰火	焰火 🎆 🎇
煎蛋	煎蛋 🍳
煎饼	煎饼 🌯 🥞
煎饼馃子	煎饼馃子 🌯
照明	照明 🔦
照相机	照相机 📷 📸
煮熟的饭	煮熟的饭 🍚
熊	熊 🐻 🐻‍❄️ 🐼 🧸
熊头	熊头 🐻
熊猫	熊猫 🐼
熊猫人	熊猫人 🐼
熊猫头	熊猫头 🐼
熊猫脸	熊猫脸 🐼
熊脸	熊脸 🐻
熬夜	熬夜 🫩
燃烧	燃烧 🔥
燃烧的心	燃烧的心 ❤️‍🔥
燕尾服	燕尾服 🤵
爆头	爆头 🤯
爆炸	爆炸 💥
爆炸头	爆炸头 🤯
爆炸脑	爆炸脑 🤯
爆竹	爆竹 🧨
爆米花	爆米花 🍿
爆辣	爆辣 🥵
爪	爪 🐾
爪印	爪印 🐾
爬梯	爬梯 🪜
爬梯子	爬梯子 🪜
爱	爱 (*˘︶˘*).｡.:*♡ (´͈ᵕ`͈)◞♡ ♥️ 👨‍❤️‍👨 👩‍❤️‍👨 👩‍❤️‍👩 👫 👬 👭 💑 😍 😘 😻 🤟 🥰 🧑‍❤️‍🧑
爱你	爱你 😍 😘 😻 🤟 🥰
爱你手势	爱你手势 🤟
爱尔兰	爱尔兰 🇮🇪
爱尔兰共和国	爱尔兰共和国 🇮🇪
爱心	爱心 ♥️ 💖
爱心环绕	爱心环绕 🥰
爱情	爱情 👨‍❤️‍👨 👩‍❤️‍👨 👩‍❤️‍👩 👫 👬 👭 💑 💓 💕 🧑‍❤️‍🧑
爱情宾馆	爱情宾馆 🏩
爱情旅店	爱情旅店 🏩
爱情旅馆	爱情旅馆 🏩
爱情酒店	爱情酒店 🏩
爱慕	爱慕 🥰
爱沙尼亚	爱沙尼亚 🇪🇪
爱沙尼亚共和国	爱沙尼亚共和国 🇪🇪
爱火	爱火 ❤️‍🔥
爱的礼物	爱的礼物 💝
父亲	父亲 👨
父女	父女 👨‍👧 👨‍👧‍👧
父子	父子 👨‍👦 👨‍👦‍👦
爷	爷 👨‍🦳 👴
爷爷	爷爷 👴
爸爸	爸爸 👨
片假名	片假名 ㋐ ㋑ ㋒ ㋓ ㋔ ㋕ ㋖ ㋗ ㋘ ㋙ ㋚ ㋛ ㋜ ㋝ ㋞ ㋟ ㋠ ㋡ ㋢ ㋣ ㋤ ㋥ ㋦ ㋧ ㋨ ㋩ ㋪ ㋫ ㋬ ㋭ ㋮ ㋯ ㋰ ㋱ ㋲ ㋳ ㋴ ㋵ ㋶ ㋷ ㋸ ㋹ ㋺ ㋻ ㋼ ㋽ ㋾
版权	版权 ©️
版权符号	版权符号 ©️
牌子	牌子 🪧
牌底	牌底 🂠
牌背	牌背 🂠
牙	牙 🦷
牙买加	牙买加 🇯🇲
牙刷	牙刷 🪥
牙牙	牙牙 🦷
牙齿	牙齿 🦷
牛	牛 (ఠൠఠ)ﾉ 🐂 🐃 🐄 🐮 🦬
牛仔	牛仔 🤠
牛仔帽	牛仔帽 🤠
牛仔帽脸	牛仔帽脸 🤠
牛仔裤	牛仔裤 👖
牛头	牛头 🐮
牛奶	牛奶 🥛
牛奶杯	牛奶杯 🥛
牛排	牛排 🥩
牛油果	牛油果 🥑
牛牛	牛牛 🐮
牛脸	牛脸 🐮
牛角面包	牛角面包 🥐
牛逼	牛逼 👍
牡蛎	牡蛎 🦪
牧羊	牧羊 🐑
物流	物流 🚚
牵手	牵手 👨‍🤝‍👨 👩‍🤝‍👨 👩‍🤝‍👩 👫 👬 👭 🧑‍🤝‍🧑
特	特 ㈵ ㊕
特克斯	特克斯 🇹🇨
特克斯和凯科斯群岛	特克斯和凯科斯群岛 🇹🇨
特别酷	特别酷 🆒
特棒	特棒 👍
特立尼达和多巴哥	特立尼达和多巴哥 🇹🇹
特立尼达和多巴哥共和国	特立尼达和多巴哥共和国 🇹🇹
特里斯坦	特里斯坦 🇹🇦
特里斯坦-达库尼亚群岛	特里斯坦-达库尼亚群岛 🇹🇦
特里斯坦–达库尼亚	特里斯坦–达库尼亚 🇹🇦
特里斯坦–达库尼亚群岛	特里斯坦–达库尼亚群岛 🇹🇦
犀牛	犀牛 🦏
犬	犬 🐕 🐕‍🦺 🐩 🦮
犹太	犹太 🕍
犹太教会堂	犹太教会堂 🕍
犹太教堂	犹太教堂 🕍
狐	狐 🦊
狐狸	狐狸 🦊
狐狸脸	狐狸脸 🦊
狗	狗 U•ェ•*U ฅU•ﻌ•Uฅ 🐕 🐕‍🦺 🐩 🐶 🦮
狗仔	狗仔 🐶
狗头	狗头 🐶
狗子	狗子 🐕
狗狗	狗狗 🐕
狗脸	狗脸 🐶
独木舟	独木舟 🛶
独角兽	独角兽 🦄
独角兽头	独角兽头 🦄
独角兽脸	独角兽脸 🦄
狮	狮 🦁
狮头	狮头 🦁
狮子	狮子 ♌ 🦁
狮子头	狮子头 🦁
狮子座	狮子座 ♌
狮子脸	狮子脸 🦁
狮脸	狮脸 🦁
狼	狼 🐺
狼头	狼头 🐺
狼脸	狼脸 🐺
猎豹	猎豹 🐆
猕猴桃	猕猴桃 🥝
猛摇头	猛摇头 🫨
猛犸	猛犸 🦣
猛犸象	猛犸象 🦣
猩猩	猩猩 🦍 🦧
猪	猪 ^(*￣(oo)￣)^ 🐖 🐗 🐷 🐽
猪头	猪头 🐷
猪排	猪排 🥩
猪猪	猪猪 🐖 🐷
猪脸	猪脸 🐷
猪鼻	猪鼻 🐽
猪鼻子	猪鼻子 🐽
猫	猫 o(=•ェ•=)m ₍˄·͈༝·͈˄₎◞̑̑ 🐈 🐈‍⬛ 🐱 😸 😹 😺 😻 😼 😽 😾 😿 🙀
猫咪	猫咪 🐈 🐱
猫头	猫头 🐱
猫头鹰	猫头鹰 🦉
猫熊	猫熊 🐼
猫脸	猫脸 🐱
猴	猴 🐒 🐵 🙈 🙉 🙊
猴头	猴头 🐵
猴子	猴子 🐒 🐵 🙈 🙉 🙊
猴脸	猴脸 🐵
獾	獾 🦡
玉米	玉米 🌽 🫔
王	王 ♔ ♚
王冠	王冠 👑 🫅
王子	王子 🤴 🫅
玩具枪	玩具枪 🔫
玩手球	玩手球 🤾
玩水球	玩水球 🤽
玩球	玩球 ⛹️
玩篮球	玩篮球 ⛹️
玫瑰	玫瑰 🌹 🥀
玫瑰花	玫瑰花 🌹
玫瑰花结	玫瑰花结 🏵️
环保	环保 ♻️
玻利维亚	玻利维亚 🇧🇴
玻利维亚国	玻利维亚国 🇧🇴
玻璃	玻璃 👨‍❤️‍👨
玻璃杯	玻璃杯 🥃
玻璃瓶	玻璃瓶 🫙
珊瑚	珊瑚 🪸
珊瑚礁	珊瑚礁 🪸
珍珠奶茶	珍珠奶茶 🧋
班卓	班卓 🪕
班卓琴	班卓琴 🪕
球	球 ⚽ ⚾ 🎱 🎾 🏀 🏈 🏉 🏏 🏐 🏑 🏒 🏓 🏸 🛹 🥍 🥎
球拍	球拍 🏸
球网	球网 🥅
球门	球门 🥅
球门网	球门网 🥅
理发	理发 💇
理发店	理发店 💈
理发店招牌	理发店招牌 💈
理头	理头 💇
理头发	理头发 💇
琴键	琴键 🎹
瑙鲁	瑙鲁 🇳🇷
瑙鲁共和国	瑙鲁共和国 🇳🇷
瑜伽	瑜伽 🧘
瑞典	瑞典 🇸🇪
瑞典王国	瑞典王国 🇸🇪
瑞士	瑞士 🇨🇭
瑞士联邦	瑞士联邦 🇨🇭
瑞思拜	瑞思拜 🫡
瓜	瓜 🍈 🍉 🎃
瓜德罗普	瓜德罗普 🇬🇵
瓜皮帽	瓜皮帽 👲
瓢虫	瓢虫 🐞
瓦利斯	瓦利斯 🇼🇫
瓦利斯和富图纳	瓦利斯和富图纳 🇼🇫
瓦努阿图	瓦努阿图 🇻🇺
瓦努阿图共和国	瓦努阿图共和国 🇻🇺
瓦特	瓦特 ㍗
瓦肯	瓦肯 🖖
瓶	瓶 🫙
瓶子	瓶子 🫙
甘薯	甘薯 🍠
甜品	甜品 🍮
甜椒	甜椒 🫑
甜点	甜点 🍦 🍧 🍨 🍩 🍪 🍮 🍰 🧁
甜瓜	甜瓜 🍈
甜甜圈	甜甜圈 🍩
甜筒	甜筒 🍦
甜食	甜食 🍦 🍩 🍪 🍫 🍬 🍭 🍮 🍯 🍰 🎂 🧁
生	生 🈢
生丁	生丁 ㌠
生化	生化 ☣️
生化危机	生化危机 ☣️
生日	生日 🎂
生日蛋糕	生日蛋糕 🎂
生气	生气 (*Φ皿Φ*) (*￣︿￣) (+(工)+╬) (╬•᷅д•᷄╬) (ノ｀⊿´)ノ (ー`´ー) (｀д′) <(｀^´)> ε=怒ε=怒ε=怒ε=怒ε=(o｀ω′)ノ ヽ(＊｀Д´)ノ （｀へ´） 👿 💢 😠 😡 😤 😾 🙎 🤬 🤯
生气恶魔	生气恶魔 👿
生气猫	生气猫 😾
生气猫脸	生气猫脸 😾
生气的猫	生气的猫 😾
生气符号	生气符号 💢
生物危害	生物危害 ☣️
生病	生病 😷 🤒 🤕 🤧
生肖	生肖 🐍 🐔 🐭 🐮 🐯 🐰 🐲 🐴 🐵 🐶 🐷
生蚝	生蚝 🦪
用户	用户 👤 👥
甩头	甩头 🫨
甲虫	甲虫 🪲
申	申 🈸
申请	申请 🈸
电	电 ⚡ 🗲
电动车	电动车 🛵
电动轮椅	电动轮椅 🦼 🧑‍🦼 🧑‍🦼‍➡️
电台	电台 📻
电吉他	电吉他 🎸
电器	电器 ☎️ 🎚️ 🎛️ 💡 📞 📟 📠 📡 📺 📻 🔦 🕰️ 🕿
电子	电子 ⌚ ⌨️ 💻 💽 💾 💿 📀 📱 📷 📹 🖥️ 🖨️ 🖱️ 🗔
电子邮件	电子邮件 📤 📥 📧 📨 📩
电工	电工 🧑‍🔧
电平滑块	电平滑块 🎚️
电影	电影 🈙 🎞️ 🎥 🎦 🎬 📽️
电影摄影机	电影摄影机 🎥
电影放映机	电影放映机 📽️
电影胶片	电影胶片 🎞️
电影院	电影院 🎦
电插头	电插头 🔌
电梯	电梯 🛗
电池	电池 🔋 🪫
电池不足	电池不足 🪫
电池电量不足	电池电量不足 🪫
电源	电源 🔋 🔌
电源插头	电源插头 🔌
电灯	电灯 💡 🪩
电灯泡	电灯泡 💡
电瓶车	电瓶车 🛵
电筒	电筒 🔦
电脑	电脑 💻 🖥️ 🗔
电脑光盘	电脑光盘 💽
电脑键盘	电脑键盘 ⌨️
电脑鼠标	电脑鼠标 🖱️
电视	电视 📺
电视机	电视机 📺
电话	电话 ☎️ ☏ ✆ 📞 📱 📲 🕿 🤙
电话听筒	电话听筒 📞 🕿
电话筒	电话筒 📞 🕿
电车	电车 🚃 🚎
电量	电量 🔋 🪫
电量不足	电量不足 🪫
电量低	电量低 🪫
男	男 ♂️ ㊚ 👨 👨‍🦰 👨‍🦱 👨‍🦲 👨‍🦳 👱‍♂️ 👴 🚹 🧔
男人	男人 👨 👨‍🦰 👨‍🦱 👨‍🦲 👨‍🦳 👱‍♂️ 👴 🚹 🧔
男人怀孕	男人怀孕 🫃
男侦探	男侦探 🕵️
男厕	男厕 🚹
男厕所	男厕所 🚹
男同	男同 👨‍❤️‍👨 👨‍❤️‍💋‍👨 👨‍🤝‍👨 👬
男同性恋	男同性恋 👨‍❤️‍👨 👨‍🤝‍👨
男士	男士 🚹
男士标志	男士标志 🚹
男士符号	男士符号 🚹
男士衬衫	男士衬衫 👕
男孩	男孩 👦 🛉
男性	男性 ♂️
男性符号	男性符号 ♂️
男洗手间	男洗手间 🚹
男生摔跤	男生摔跤 👨‍🫯‍👨
男衬衫	男衬衫 👕
男鞋	男鞋 👞
画	画 🖼️
画叉	画叉 ❌ ❎ 🗴 🗶
画家	画家 🧑‍🎨
画框	画框 🖼️
画画	画画 🎨
画笔	画笔 🖌️
画面太美我不敢看	画面太美我不敢看 🫣
留尼汪	留尼汪 🇷🇪
略略略	略略略 😛 😜 😝
番茄	番茄 🍅
番薯	番薯 🍠
疑惑	疑惑 ❓ ❔ 😕 😖 🤔 🤨 🥴
疑问	疑问 (°∀。)？ (´◔‸◔`)？ Σ(っ°Д°;)っ？？？ ⁉️ ❓ ❔ ヾ(°ｰ°ヾ)^?啊咧？ 😕 😖 🤔 🤨 🥴 🧐
疑问惊叹	疑问惊叹 ⁉️
疑问惊叹号	疑问惊叹号 ⁉️
疲倦	疲倦 (ρ_・).。 😩 😫 🙀 🫩
疲倦猫	疲倦猫 🙀
疲倦的猫	疲倦的猫 🙀
疲劳	疲劳 😩
疲惫	疲惫 😩
病毒	病毒 🦠
病菌	病菌 🦠
痛哭	痛哭 (*꒦ິ⌓꒦ີ) 😭
痛苦	痛苦 😣 😧 😬
瘟疫公司	瘟疫公司 ☣️
登山	登山 🧗
登山鞋	登山鞋 🥾
白俄	白俄 🇧🇾
白俄罗斯	白俄罗斯 🇧🇾
白十字头盔	白十字头盔 ⛑️
白十字安全帽	白十字安全帽 ⛑️
白发	白发 🦳
白发女	白发女 👩‍🦳
白发女人	白发女人 👩‍🦳
白发女子	白发女子 👩‍🦳
白发男	白发男 👨‍🦳
白发男人	白发男人 👨‍🦳
白发男子	白发男子 👨‍🦳
白叹号	白叹号 ❕
白大褂	白大褂 🥼
白天鹅	白天鹅 🦢
白太阳	白太阳 ☼
白子	白子 ⚪
白心	白心 🤍
白惊叹号	白惊叹号 ❕
白感叹号	白感叹号 ❕
白手杖	白手杖 🦯
白方	白方 ♔ ♕ ♖ ♗ ♘ ♙
白旗	白旗 ⚐ 🏳️
白日小云	白日小云 🌣 🌤️
白板	白板 🀆
白框	白框 ⛶
白棋	白棋 ⚪
白点	白点 ⚪
白炽灯	白炽灯 💡
白眼	白眼 🙄
白眼儿	白眼儿 🙄
白羊	白羊 ♈
白羊座	白羊座 ♈
白色	白色 ⚪ ⛶ ⬜
白色叹号	白色叹号 ❕
白色圆	白色圆 ⚪
白色头发	白色头发 👨‍🦳 👩‍🦳
白色心	白色心 🤍
白色惊叹号	白色惊叹号 ❕
白色感叹号	白色感叹号 ❕
白色方块	白色方块 ▫️ ◻️ ◽ ⬜
白色方形	白色方形 ▫️ ◻️ ◽ ⬜ 🔲 🔳
白色旗子	白色旗子 🏳️
白色旗帜	白色旗帜 🏳️
白色的心	白色的心 🤍
白色的花	白色的花 💮
白色问号	白色问号 ❔
白花	白花 💮
白菜	白菜 🥬
白问号	白问号 ❔
白领	白领 🧑‍💼
白鲨	白鲨 🦈
白鼠	白鼠 🐁
百分	百分 💯
百分比	百分比 ㌫
百合花	百合花 ⚜️
百合花饰	百合花饰 ⚜️
百吉圈	百吉圈 🥯
百吉饼	百吉饼 🥯
百慕大	百慕大 🇧🇲
百搭	百搭 🀪
百货商店	百货商店 🏬
皂	皂 🧼
的士	的士 🚕 🚖
皇冠	皇冠 👑
皇后	皇后 ♕ ♛ 🩡 🩧
皇帝	皇帝 🃣
皇族	皇族 👑
皮	皮 ㌰
皮包	皮包 👝
皮卡	皮卡 🛻
皮卡车	皮卡车 🛻
皮塔三明治	皮塔三明治 🥙
皮特凯恩群岛	皮特凯恩群岛 🇵🇳
皮纳塔	皮纳塔 🪅
皮老虎	皮老虎 🪠
皮芽子	皮芽子 🧅
皮阿斯特	皮阿斯特 ㌮
皮鞋	皮鞋 👞
皱眉	皱眉 (･᷄ὢ･᷅) ☹️ 😦 🙁 🙍
皱着眉头	皱着眉头 🙍
盆栽	盆栽 🪴
盆栽植物	盆栽植物 🪴
盈凸月	盈凸月 🌔
盎司	盎司 ㌉
盐	盐 🧂
监	监 ㈼ ㊬
盒子	盒子 📦
盒饭	盒饭 🍱
盗	盗 🉆
盘	盘 💽 💾 💿 📀
盘腿	盘腿 🧘
盘腿的人	盘腿的人 🧘
盥洗室	盥洗室 🚻
目标	目标 ⛳
目瞪口呆	目瞪口呆 😦
盲人	盲人 🧑‍🦯 🧑‍🦯‍➡️
盲文	盲文 ⠁ ⠂ ⠃ ⠄ ⠅ ⠆ ⠇ ⠈ ⠉ ⠊ ⠋ ⠌ ⠍ ⠎ ⠏ ⠐ ⠑ ⠒ ⠓ ⠔ ⠕ ⠖ ⠗ ⠘ ⠙ ⠚ ⠛ ⠜ ⠝ ⠞ ⠟ ⠠
盲杖	盲杖 🦯 🧑‍🦯 🧑‍🦯‍➡️
直升机	直升机 🚁
直升飞机	直升飞机 🚁
直尺	直尺 📏
直布罗陀	直布罗陀 🇬🇮
直立	直立 🧍
直角	直角 ⦝
直饮水	直饮水 🚰
相	相 ♗ ♝
相机	相机 📷 📸
相爱	相爱 👩‍❤️‍👨
盾	盾 🛡️
盾牌	盾牌 🛡️
眉月	眉月 🌒 🌘
眉毛上挑	眉毛上挑 🤨
看	看 (͒•·̫| |･ω･｀) ⚆_⚆ 👀
看不见	看不见 🙈
看看	看看 👀
真好	真好 o(^▽^)o
真棒	真棒 👍
眨眼	眨眼 😉
眩晕	眩晕 💫 😵
眯眼	眯眼 😝
眯眼吐舌	眯眼吐舌 😝
眯眼笑	眯眼笑 😆
眼	眼 👀 👁️
眼冒星星	眼冒星星 🤩
眼泪	眼泪 😢 😭 😿 🥲 🥹
眼珠	眼珠 👁️
眼睛	眼睛 👀 👁️
眼睛对话框	眼睛对话框 👁️‍🗨️
眼镜	眼镜 👓 🕶️
着急	着急 😟
着火	着火 🔥
着火了	着火了 🔥
着陆	着陆 🛬
睁眼捂嘴	睁眼捂嘴 🫢
睏	睏 (o-ωｑ)).oO困 (p.-)(p.-)(p.-) (￣o￣).zZ 😪 😴 🥱
睡了	睡了 💤 😴
睡眠	睡眠 💤 😴 🛌
睡眠符号	睡眠符号 💤
睡着	睡着 💤 😴
睡着了	睡着了 💤 😴
睡觉	睡觉 (:3ꇤ[▓▓] (__)。゜zｚＺ (¦3[▓▓] (¦Q[▓▓] (～﹃～)~zZ ☍(⠨[▓▓] 💤 😪 😴 🛌
睡醒	睡醒 ( -ωก̀) (つω｀)～
瞌睡	瞌睡 😪
瞎	瞎 🧑‍🦯 🧑‍🦯‍➡️
瞎子	瞎子 🧑‍🦯 🧑‍🦯‍➡️
瞎话	瞎话 🤥
瞧	瞧 (͒•·̫| |･ω･｀) 👀
瞳孔	瞳孔 👁️
矩形	矩形 ⎕ ⛶ ⬛ ⬜
短刀	短刀 🗡️
短剑	短剑 🗡️
短袖	短袖 👕
短袜	短袜 🧦
短裤	短裤 🩳
石	石 🪨
石头	石头 🪨
石油	石油 ⛽
石油桶	石油桶 🛢️
码	码 ㍎ ㍏
码农	码农 🧑‍💻
码畜	码畜 🧑‍💻
研究	研究 🧐
砖	砖 🧱
砖块	砖块 🧱
砖头	砖头 🧱
破壳	破壳 🐣
破折号	破折号 〰️
破涕为笑	破涕为笑 😂 😹 🤣
硬币	硬币 🪙
硬盘	硬盘 💽
确定	确定 ✅ ✔️ 🗸
确认	确认 ✅ ✔️ 🗸
碎花彩球	碎花彩球 🎊
碗	碗 🥣
碗勺	碗勺 🥣
碗面	碗面 🍜
碰撞	碰撞 💥
碰杯	碰杯 🍻 🥂
磁力	磁力 🧲
磁带	磁带 📼
磁石	磁石 🧲
磁铁	磁铁 🧲
磅	磅 ㍀
礼品	礼品 🎁
礼品盒	礼品盒 🎁
礼宾花	礼宾花 🎉
礼帽	礼帽 🎩
礼拜室	礼拜室 🛐
礼服	礼服 🤵
礼物	礼物 🎀 🎁
礼物盒	礼物盒 🎁
礼花	礼花 🎆 🎇
社	社 ㈳ ㊓
祈求	祈求 🙏
祈祷	祈祷 🙏 🤲
祈福	祈福 🙏
祖母	祖母 👵
祖父	祖父 👴
祝	祝 ㈷ ㊗️
祝福	祝福 ㊗️ 🙏
祝贺	祝贺 ㊗️ 🍾 🎉 🥳
神社	神社 ⛩️
神龙	神龙 🐉
票	票 🎫
祭	祭 ㉀
祷告	祷告 🛐
禁	禁 🈲
禁丢垃圾	禁丢垃圾 🚯
禁止	禁止 ⛔ 🈲 📵 🔞 🙅 🚫 🚭 🚯 🚱 🚳 🚷
禁止丢垃圾	禁止丢垃圾 🚯
禁止乱丢垃圾	禁止乱丢垃圾 🚯
禁止乱扔垃圾	禁止乱扔垃圾 🚯
禁止使用手机	禁止使用手机 📵
禁止吸烟	禁止吸烟 🚭
禁止响铃	禁止响铃 🔕
禁止手势	禁止手势 🙅
禁止手机	禁止手机 📵
禁止打电话	禁止打电话 📵
禁止扔垃圾	禁止扔垃圾 🚯
禁止自行车	禁止自行车 🚳
禁止行人	禁止行人 🚷
禁止行人通行	禁止行人通行 🚷
禁止通行	禁止通行 ⛔
禁止驶入	禁止驶入 ⛔
禁止骑行	禁止骑行 🚳
禁止骑车	禁止骑车 🚳
禁烟	禁烟 🚭
禁言	禁言 🤐
福克兰群岛	福克兰群岛 🇫🇰
离	离 ☲
禽	禽 🐓 🐔 🐣 🐤 🐥 🦃 🦆 🦚
秀肌肉	秀肌肉 💪
私家车	私家车 🚗 🚘
秃	秃 👨‍🦲 👩‍🦲 🧑‍🦲
秃头	秃头 👨‍🦲 👩‍🦲 🦲 🧑‍🦲
秃顶	秃顶 🦲
秋	秋 🀨
科威特	科威特 🇰🇼
科威特国	科威特国 🇰🇼
科学	科学 ⚗️ ⚛️ 🔬 🔭 🧑‍🔬 🧪 🧫 🧬
科学上网	科学上网 🪜
科学家	科学家 🧑‍🔬
科摩罗	科摩罗 🇰🇲
科摩罗联盟	科摩罗联盟 🇰🇲
科特迪瓦	科特迪瓦 🇨🇮
科特迪瓦共和国	科特迪瓦共和国 🇨🇮
科科斯	科科斯 🇨🇨
科科斯（基林）群岛	科科斯（基林）群岛 🇨🇨
科索沃	科索沃 🇽🇰
科索沃共和国	科索沃共和国 🇽🇰
秒表	秒表 ⏱️ ⏲️
秘	秘 ㊙️
秘密	秘密 ㊙️ 🙊 🤐 🤭 🫢
秘鲁	秘鲁 🇵🇪
秘鲁共和国	秘鲁共和国 🇵🇪
积分	积分 ⨌
移动电话	移动电话 📱
程序员	程序员 🧑‍💻
稻	稻 🌾
稻子	稻子 🌾
稻穗	稻穗 🌾
穆斯林	穆斯林 👳 🧕
穴居巨怪	穴居巨怪 🧌
空	空 🈳
空中缆车	空中缆车 🚡
空中轨道列车	空中轨道列车 🚟
空位	空位 🈳
空巢	空巢 🪹
空手道服	空手道服 🥋
空轨	空轨 🚟
空鸟巢	空鸟巢 🪹
突尼斯	突尼斯 🇹🇳
突尼斯共和国	突尼斯共和国 🇹🇳
窗	窗 🪟
窗口	窗口 🗔
窗子	窗子 🪟
窗户	窗户 🪟
立方	立方 ³
立陶宛	立陶宛 🇱🇹
立陶宛共和国	立陶宛共和国 🇱🇹
竖中指	竖中指 🖕
竖琴	竖琴 🪉
竖笛	竖笛 🪈
站	站 🧍
站台	站台 🚉
站着	站着 🧍
站立	站立 🧍
站立者	站立者 🧍
章节	章节 §
章节符	章节符 §
章鱼	章鱼 🐙
竹	竹 🀤
竹篮	竹篮 🧺
笑	笑 ☻ 😀 😁 😂 😃 😄 😅 😆 😉 😊 😋 😎 😸 😹 😺 🤣 🤩
笑cry	笑cry 😂 😹 🤣
笑中带泪	笑中带泪 😹
笑出眼泪	笑出眼泪 😂 🤣
笑出眼泪的猫	笑出眼泪的猫 😹
笑哭	笑哭 😂 😹 🤣
笑哭了	笑哭了 😂 🤣
笑得打滚	笑得打滚 🤣
笑得满地打滚	笑得满地打滚 🤣
笑晕	笑晕 😆
笑死	笑死 😆
笑脸	笑脸 ☻ 😀 😁 😂 😃 😄 😅 😆 😉 😊 😋 😎 😸 😹 😺 🤣 🤩
笔	笔 ✏️ ✒️ 🖊️ 🖋️
笔电	笔电 💻
笔记本	笔记本 💻 📒 📓 📔
笔记本电脑	笔记本电脑 💻
笛	笛 🪈
笛子	笛子 🪈
笤帚	笤帚 🧹
符号	符号 ☬ 🔣
笨	笨 (っ*´Д`)っ (～￣(OO)￣)ブ
第一	第一 ☝️
第一卷	第一卷 📕
第三卷	第三卷 📘
第二	第二 ✌️
第二卷	第二卷 📗
第四卷	第四卷 📙
等于	等于 ↔️ ↕️ ⇔ 🟰
等于号	等于号 🟰
等号	等号 ↔️ ↕️ ⇔ 🟰
等边三角形	等边三角形 🛆
筐	筐 🧺
答对	答对 ✅ ⭕
答对了	答对了 ✅ ⭕
答错	答错 ❌ ❎ 🗴 🗶
答错了	答错了 ❌ ❎ 🗴 🗶
筝	筝 ㉇
筷子	筷子 🥢
算盘	算盘 🧮
管弦乐器	管弦乐器 🎷
